story_id,field_name,llm_value,form_value,match_category
llm_story_39,excluded_days,"[""Fri""]","[""Fri""]",exact
llm_story_39,preferred_periods,[],"[""morning""]",mismatch
llm_story_39,excluded_periods,[],[],exact
llm_story_39,preferred_day_periods,[],[],exact
llm_story_39,excluded_day_periods,[],[],exact
llm_story_39,date_horizon_days,10,9,mismatch
llm_story_40,complaint_category,Health Monitoring,tests_monitoring,mismatch
llm_story_40,duration_text,within 11 days,,mismatch
llm_story_40,preferred_modalities,"[""in_person""]","[""in_person""]",exact
llm_story_40,excluded_modalities,"[""phone"", ""video""]","[""phone"", ""video""]",exact
llm_story_40,preferred_days,"[""Tue"", ""Wed""]","[""Tue"", ""Wed""]",exact
llm_story_40,excluded_days,[],[],exact
llm_story_40,preferred_periods,"[""afternoon"", ""morning""]","[""afternoon"", ""morning""]",exact
llm_story_40,excluded_periods,[],[],exact
llm_story_40,preferred_day_periods,"[""{\""day\"": \""Tue\"", \""period\"": \""afternoon\""}"", ""{\""day\"": \""Tue\"", \""period\"": \""morning\""}"", ""{\""day\"": \""Wed\"", \""period\"": \""afternoon\""}"", ""{\""day\"": \""Wed\"", \""period\"": \""morning\""}""]","[""{\""day\"": \""Tue\"", \""period\"": \""morning\""}"", ""{\""day\"": \""Wed\"", \""period\"": \""afternoon\""}""]",partial
llm_story_40,excluded_day_periods,[],[],exact
llm_story_40,date_horizon_days,10,11,mismatch
llm_story_41,complaint_category,urinary symptoms,urinary,partial
llm_story_41,duration_text,,,exact
llm_story_41,preferred_modalities,"[""phone""]","[""phone""]",exact
llm_story_41,excluded_modalities,[],[],exact
llm_story_41,preferred_days,[],[],exact
llm_story_41,excluded_days,"[""Thu"", ""Tue""]","[""Thu"", ""Tue""]",exact
llm_story_41,preferred_periods,[],"[""evening""]",mismatch
llm_story_41,excluded_periods,[],[],exact
llm_story_41,preferred_day_periods,[],[],exact
llm_story_41,excluded_day_periods,[],[],exact
llm_story_41,date_horizon_days,10,8,mismatch
llm_story_42,complaint_category,Health Consultation,prescription_admin,mismatch
llm_story_42,duration_text,Remote consultation within the next week,,mismatch
llm_story_42,preferred_modalities,[],"[""phone"", ""video""]",mismatch
llm_story_42,excluded_modalities,[],[],exact
llm_story_42,preferred_days,[],[],exact
llm_story_42,excluded_days,[],[],exact
llm_story_42,preferred_periods,"[""afternoon"", ""morning""]","[""afternoon""]",partial
llm_story_42,excluded_periods,[],[],exact
llm_story_42,preferred_day_periods,[],[],exact
llm_story_42,excluded_day_periods,"[""{\""day\"": \""Wed\"", \""period\"": \""morning\""}""]","[""{\""day\"": \""Wed\"", \""period\"": \""morning\""}""]",exact
llm_story_42,date_horizon_days,10,7,mismatch
llm_story_43,complaint_category,General Health,administrative,mismatch
llm_story_43,duration_text,Within 5 days,,mismatch
llm_story_43,preferred_modalities,"[""phone""]","[""phone""]",exact
llm_story_43,excluded_modalities,"[""in_person"", ""video""]","[""in_person"", ""video""]",exact
llm_story_43,preferred_days,"[""Tue""]","[""Tue""]",exact
llm_story_43,excluded_days,[],"[""Mon""]",mismatch
llm_story_43,preferred_periods,"[""morning""]","[""morning""]",exact
llm_story_43,excluded_periods,[],[],exact
llm_story_43,preferred_day_periods,[],"[""{\""day\"": \""Tue\"", \""period\"": \""morning\""}""]",mismatch
llm_story_43,excluded_day_periods,"[""{\""day\"": \""Tue\"", \""period\"": \""morning\""}""]",[],mismatch
llm_story_43,date_horizon_days,10,5,mismatch
llm_story_44,complaint_category,general_query,general_review,mismatch
llm_story_44,duration_text,,,exact
llm_story_44,preferred_modalities,"[""video""]","[""video""]",exact
llm_story_44,excluded_modalities,[],[],exact
llm_story_44,preferred_days,"[""Fri"", ""Wed""]","[""Fri"", ""Wed""]",exact
llm_story_44,excluded_days,[],[],exact
llm_story_44,preferred_periods,[],[],exact
llm_story_44,excluded_periods,[],"[""morning""]",mismatch
llm_story_44,preferred_day_periods,[],[],exact
llm_story_44,excluded_day_periods,[],[],exact
llm_story_44,date_horizon_days,10,13,mismatch
llm_story_45,complaint_category,Cough,respiratory,mismatch
llm_story_45,duration_text,Two weeks,,mismatch
llm_story_45,preferred_modalities,"[""phone""]","[""phone""]",exact
llm_story_45,excluded_modalities,[],[],exact
llm_story_45,preferred_days,"[""Thu""]","[""Thu""]",exact
llm_story_45,excluded_days,[],[],exact
llm_story_45,preferred_periods,"[""afternoon"", ""morning""]","[""afternoon""]",partial
llm_story_45,excluded_periods,[],[],exact
llm_story_45,preferred_day_periods,"[""{\""day\"": \""Thu\"", \""period\"": \""afternoon\""}""]","[""{\""day\"": \""Thu\"", \""period\"": \""afternoon\""}""]",exact
llm_story_45,excluded_day_periods,"[""{\""day\"": \""Tue\"", \""period\"": \""morning\""}""]","[""{\""day\"": \""Tue\"", \""period\"": \""morning\""}""]",exact
llm_story_45,date_horizon_days,10,10,exact
llm_story_46,complaint_category,Health Check (Blood Pressure),tests_monitoring,mismatch
llm_story_46,duration_text,Next 14 days,,mismatch
llm_story_46,preferred_modalities,"[""in_person""]","[""in_person""]",exact
llm_story_46,excluded_modalities,"[""phone"", ""video""]","[""phone"", ""video""]",exact
llm_story_46,preferred_days,"[""Fri""]","[""Fri""]",exact
llm_story_46,excluded_days,"[""Mon"", ""Tue""]","[""Mon"", ""Tue""]",exact
llm_story_46,preferred_periods,"[""afternoon""]","[""afternoon""]",exact
llm_story_46,excluded_periods,[],[],exact
llm_story_46,preferred_day_periods,"[""{\""day\"": \""Fri\"", \""period\"": \""afternoon\""}""]","[""{\""day\"": \""Fri\"", \""period\"": \""afternoon\""}""]",exact
llm_story_46,excluded_day_periods,[],[],exact
llm_story_46,date_horizon_days,10,14,mismatch
llm_story_47,complaint_category,UTI,urinary,mismatch
llm_story_47,duration_text,within 6 days,,mismatch
llm_story_47,preferred_modalities,"[""video""]","[""video""]",exact
llm_story_47,excluded_modalities,"[""in_person"", ""phone""]",[],mismatch
llm_story_47,preferred_days,[],[],exact
llm_story_47,excluded_days,"[""Fri""]","[""Fri""]",exact
llm_story_47,preferred_periods,[],"[""morning""]",mismatch
llm_story_47,excluded_periods,[],"[""afternoon"", ""evening""]",mismatch
llm_story_47,preferred_day_periods,[],[],exact
llm_story_47,excluded_day_periods,[],[],exact
llm_story_47,date_horizon_days,10,6,mismatch
llm_story_48,complaint_category,Medication Review,prescription_admin,mismatch
llm_story_48,duration_text,Next 8 days,,mismatch
llm_story_48,preferred_modalities,"[""phone""]","[""phone""]",exact
llm_story_48,excluded_modalities,[],[],exact
llm_story_48,preferred_days,[],[],exact
llm_story_48,excluded_days,[],[],exact
llm_story_48,preferred_periods,"[""afternoon""]",[],mismatch
llm_story_48,excluded_periods,[],[],exact
llm_story_48,preferred_day_periods,[],[],exact
llm_story_48,excluded_day_periods,"[""{\""day\"": \""Thu\"", \""period\"": \""afternoon\""}"", ""{\""day\"": \""Wed\"", \""period\"": \""afternoon\""}""]","[""{\""day\"": \""Thu\"", \""period\"": \""afternoon\""}"", ""{\""day\"": \""Wed\"", \""period\"": \""afternoon\""}""]",exact
llm_story_48,date_horizon_days,10,8,mismatch
llm_story_49,complaint_category,administrative,administrative,exact
llm_story_49,duration_text,up to 9 days,,mismatch
llm_story_49,preferred_modalities,"[""video""]","[""video""]",exact
llm_story_49,excluded_modalities,[],[],exact
llm_story_49,preferred_days,"[""Fri"", ""Mon""]","[""Fri"", ""Mon""]",exact
llm_story_49,excluded_days,[],[],exact
llm_story_49,preferred_periods,"[""morning""]","[""morning""]",exact
llm_story_49,excluded_periods,[],[],exact
llm_story_49,preferred_day_periods,"[""{\""day\"": \""Fri\"", \""period\"": \""morning\""}"", ""{\""day\"": \""Mon\"", \""period\"": \""morning\""}""]","[""{\""day\"": \""Fri\"", \""period\"": \""morning\""}"", ""{\""day\"": \""Mon\"", \""period\"": \""morning\""}""]",exact
llm_story_49,excluded_day_periods,[],[],exact
llm_story_49,date_horizon_days,10,9,mismatch
llm_story_50,complaint_category,General Health Checkup,general_review,mismatch
llm_story_50,duration_text,within 7 days,,mismatch
llm_story_50,preferred_modalities,"[""phone"", ""video""]","[""phone"", ""video""]",exact
llm_story_50,excluded_modalities,[],[],exact
llm_story_50,preferred_days,"[""Tue""]","[""Tue""]",exact
llm_story_50,excluded_days,[],"[""Mon""]",mismatch
llm_story_50,preferred_periods,"[""afternoon""]","[""afternoon""]",exact
llm_story_50,excluded_periods,[],[],exact
llm_story_50,preferred_day_periods,"[""{\""day\"": \""Tue\"", \""period\"": \""afternoon\""}""]","[""{\""day\"": \""Tue\"", \""period\"": \""afternoon\""}""]",exact
llm_story_50,excluded_day_periods,[],[],exact
llm_story_50,date_horizon_days,10,7,mismatch
